0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
107.00000000000003,84.00000000000001,64.50000000000001,65.00000000000001,241.50000000000006,143.50000000000003,108.5,89.5,82.50000000000001,76.5,75.00000000000001,71.5,76.50000000000001,72.00000000000001,74.5,67.0,67.5,62.5,59.00000000000001,67.5,57.500000000000014,59.50000000000001,55.5,52.00000000000001,50.000000000000014,56.50000000000001,55.5,57.5,66.5,65.5,57.500000000000014,63.00000000000001,63.000000000000014,59.500000000000014,60.0,66.0,63.5,58.0,65.00000000000001,65.00000000000001,64.00000000000001,75.50000000000001,83.50000000000001,76.0,81.00000000000001,81.0,82.00000000000001,91.50000000000001,90.0,97.00000000000003,8.000000000000002,27.000000000000004,9.5,-8.0,-100.50000000000003,6.5000000000000036,6.499999999999998,2.5000000000000004,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,-17.000000000000007,24.000000000000004,4.5000000000000036,-5.0000000000000036,-51.500000000000014,11.5,4.500000000000007,3.500000000000007,1.5,-0.0,4.0,-0.0,-2.5,3.0,-2.499999999999993,-0.0,8.000000000000002,31.000000000000004,-2.5000000000000027,12.000000000000004,-21.500000000000007,2.5000000000000004,-1.499999999999997,2.5000000000000004,-0.0,-0.0,-0.0,-1.4999999999999971,1.4999999999999971,-0.9999999999999981,-1.4999999999999996,0.0,0.0
