0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0.0,199.5,229.5,227.00000000000003,244.00000000000006,226.50000000000006,242.00000000000006,255.50000000000006,262.00000000000006,257.50000000000006,293.50000000000006,262.00000000000006,237.0,245.00000000000003,274.5,309.00000000000006,277.50000000000006,305.00000000000006,302.50000000000006,371.0000000000001,326.50000000000006,261.00000000000006,277.0,397.00000000000006,457.00000000000006,317.00000000000006,305.00000000000006,300.50000000000006,295.5,303.50000000000006,347.00000000000006,298.00000000000006,285.5,256.00000000000006,305.50000000000006,294.00000000000006,252.00000000000006,234.50000000000006,217.00000000000003,246.50000000000006,264.5,286.00000000000006,228.5,216.50000000000006,229.50000000000003,242.00000000000006,248.00000000000006,257.50000000000006,227.50000000000006,221.00000000000003,-4.500000000000001,11.499999999999996,14.499999999999996,12.999999999999995,16.999999999999996,-0.0,13.999999999999995,18.5,-9.000000000000004,39.50000000000001,13.5,12.000000000000007,22.000000000000007,-0.0,8.499999999999998,33.99999999999999,-13.500000000000002,-30.500000000000014,-12.500000000000014,-5.0,12.000000000000014,16.500000000000014,-7.999999999999986,-11.5,-11.000000000000014,5.500000000000014,-13.5,28.0,28.0,-18.00000000000003,5.500000000000028,-16.0,4.500000000000001,-22.499999999999996,2.5,-0.0,-6.999999999999996,-14.499999999999996,-8.000000000000005,-6.5000000000000036,10.00000000000001,9.500000000000005,-15.499999999999996,4.000000000000003,-27.000000000000007,-25.000000000000004,3.499999999999998,-13.000000000000005,14.499999999999988
