0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
153.5,153.50000000000003,156.0,0.0,0.0,152.50000000000003,154.50000000000003,156.00000000000003,170.50000000000003,270.00000000000006,0.0,150.50000000000003,315.0,303.50000000000006,234.5,211.00000000000003,246.5,371.50000000000006,371.00000000000006,392.00000000000006,390.00000000000006,349.00000000000006,349.00000000000006,470.50000000000006,243.00000000000006,174.00000000000003,300.00000000000006,347.50000000000006,340.50000000000006,340.50000000000006,339.5,381.5,337.5,382.50000000000006,379.00000000000006,379.00000000000006,422.50000000000006,378.00000000000006,422.00000000000006,333.50000000000006,333.00000000000006,331.00000000000006,330.50000000000006,329.5,375.00000000000006,328.0,327.5,327.0,326.00000000000006,372.50000000000006,-127.50000000000001,-113.5,123.00000000000001,0.0,-0.0,-119.50000000000001,121.50000000000001,-120.0,101.5,-240.00000000000003,-6.5,-115.50000000000001,-195.0,-206.5,98.50000000000001,-80.00000000000001,-114.5,118.50000000000003,113.0,0.0,-0.0,118.50000000000003,-115.50000000000003,-116.00000000000003,-135.50000000000003,0.0,-21.499999999999996,129.50000000000003,-0.0,-32.5,-64.49999999999999,-141.00000000000003,114.50000000000001,-124.5,118.00000000000001,-0.0,2.5,-119.50000000000001,-118.50000000000001,118.0,-102.5,0.0,8.499999999999996,-114.50000000000001,-0.0,-32.500000000000014,-112.50000000000001,78.00000000000001,-45.49999999999999
